,Food_Item,Calories (kcal),Protein (g),Carbohydrates (g),Fat (g),Fiber (g),Sugars (g),Sodium (mg),Cholesterol (mg),Water_Intake (ml)
5237,Paneer,441,37.7,53.6,4.9,1.3,49.4,408,69,479
5238,Milk,403,44.6,63.8,37.3,5.9,20.8,144,1,233
5239,Pork Chop,167,9.6,36.5,12.5,3.5,13.5,928,288,781
5240,Yogurt,485,13.0,71.6,10.7,7.0,8.9,5,298,920
5241,Strawberry,436,32.6,46.1,2.4,4.0,44.2,997,111,637
5242,Green Tea,125,37.4,33.8,5.2,0.5,28.4,846,38,373
5243,Milk,58,4.2,45.3,21.3,0.7,42.7,500,18,396
5244,Orange Juice,71,4.9,68.9,33.3,6.8,20.9,688,8,414
5245,Pork Chop,501,3.0,71.9,35.7,6.2,27.6,370,201,383
5246,Beef Steak,84,30.0,86.0,49.6,0.3,37.9,369,106,725
5247,Butter,220,12.4,93.0,35.4,4.1,24.3,967,131,859
5248,Grapes,72,40.4,89.6,20.2,0.4,33.1,341,97,962
5249,Chips,102,10.8,58.9,20.3,9.6,27.8,704,116,517
5250,Quinoa,95,14.0,92.1,43.1,2.8,6.3,508,232,853
5251,Orange Juice,301,20.0,31.7,10.6,8.0,23.9,118,271,791
5252,Coffee,229,29.5,95.2,45.1,7.0,5.8,376,92,426
5253,Paneer,101,26.3,48.1,18.7,1.5,40.6,227,24,241
5254,Banana,304,43.2,16.3,36.3,2.2,25.8,265,210,858
5255,Potato,410,46.2,27.7,29.8,1.1,33.6,231,96,392
5256,Grapes,96,38.9,99.9,34.1,4.4,31.8,945,150,416
5257,Cheese,177,37.4,92.4,6.4,8.9,34.7,133,131,710
5258,Tomato,430,36.6,35.3,41.7,7.7,35.9,510,231,979
5259,Bread,389,41.1,25.6,35.7,0.6,4.7,498,183,172
5260,Orange Juice,485,4.1,34.4,38.8,9.0,48.0,407,192,304
5261,Strawberry,441,17.7,14.5,11.2,1.9,27.8,999,56,758
5262,Salmon,237,30.8,66.3,36.7,6.3,44.8,411,203,491
5263,Chicken Breast,184,41.4,94.2,39.5,6.1,17.8,305,120,549
5264,Nuts,481,46.0,38.9,15.8,0.8,28.4,32,47,977
5265,Water,465,27.6,24.2,18.2,9.7,17.5,663,282,719
5266,Bread,394,2.0,54.7,8.7,0.2,1.7,32,229,940
5267,Rice,502,11.3,62.8,9.0,1.7,15.6,785,178,552
5268,Eggs,580,46.3,77.5,22.7,6.0,47.4,625,234,162
5269,Carrot,209,1.4,27.8,19.7,5.1,40.8,931,67,583
5270,Quinoa,168,45.2,63.2,14.0,7.0,3.5,283,133,141
5271,Water,495,38.7,13.5,44.3,2.1,9.0,188,246,458
5272,Paneer,522,37.2,9.1,4.3,1.5,15.9,519,188,126
5273,Yogurt,95,49.7,21.3,44.9,2.4,37.4,542,28,214
5274,Cookies,581,1.8,67.2,28.2,6.0,18.4,935,254,962
5275,Cookies,424,21.2,92.7,48.6,3.8,34.8,436,73,496
5276,Milk,400,27.0,37.9,14.4,1.9,21.4,721,93,663
5277,Pasta,103,5.1,94.6,18.8,7.4,45.9,637,186,339
5278,Potato,353,46.6,56.2,18.1,7.0,5.3,961,30,245
5279,Paneer,158,12.5,85.5,36.8,1.4,49.5,684,11,912
5280,Milk,365,4.4,26.4,28.4,9.0,20.7,148,116,437
5281,Orange Juice,412,18.5,8.5,29.6,3.5,0.1,777,236,463
5282,Nuts,582,39.9,76.9,39.9,3.4,3.1,648,159,503
5283,Apple,437,47.8,33.4,18.8,0.4,2.4,419,18,183
5284,Tomato,201,40.5,88.2,44.4,7.4,6.1,983,88,388
5285,Paneer,599,41.5,14.0,33.3,3.4,0.4,270,80,934
5286,Nuts,379,27.3,73.8,3.7,4.2,28.7,603,217,340
5287,Beef Steak,237,29.6,16.1,22.0,3.7,2.9,221,128,388
5288,Pork Chop,302,21.9,12.1,9.5,7.5,2.8,491,198,244
5289,Grapes,84,4.5,23.7,20.8,0.5,14.5,691,180,940
5290,Grapes,129,28.8,44.8,6.2,0.5,29.8,277,152,718
5291,Pasta,239,4.4,51.0,31.0,0.8,17.8,524,99,941
5292,Rice,455,15.9,42.0,9.8,9.6,5.3,44,152,746
5293,Bread,187,1.8,24.8,18.7,4.1,4.2,215,156,368
5294,Water,511,27.7,45.4,15.8,1.0,20.8,318,91,665
5295,Grapes,417,23.0,19.1,12.2,5.5,25.2,56,110,899
5296,Green Tea,139,3.6,53.7,49.0,1.3,3.8,411,71,731
5297,Oats,127,7.7,37.4,1.5,6.2,16.4,800,69,331
5298,Chocolate,569,13.7,85.6,26.8,5.9,10.4,466,8,452
5299,Tomato,81,42.3,58.9,15.2,4.2,37.9,320,156,884
5300,Broccoli,518,25.4,17.5,27.6,1.1,17.3,852,45,737
5301,Apple,562,25.8,65.2,26.1,4.6,15.3,594,299,426
5302,Cheese,53,11.7,59.1,31.4,1.0,12.3,59,12,326
5303,Nuts,356,25.0,87.3,47.4,2.6,14.8,153,152,676
5304,Butter,541,48.4,31.0,9.2,0.2,16.3,732,205,201
5305,Popcorn,59,2.8,15.0,14.6,9.0,26.7,257,135,836
5306,Water,413,8.0,30.4,45.0,8.8,20.9,881,119,227
5307,Pasta,287,24.8,47.1,36.0,6.1,21.3,102,235,529
5308,Cookies,429,48.4,27.4,3.6,5.6,27.8,645,103,362
5309,Chips,324,16.5,53.0,12.0,7.9,19.3,127,196,283
5310,Butter,329,14.0,78.9,46.1,2.4,48.7,476,188,804
5311,Water,342,16.7,56.9,21.7,2.2,34.0,336,98,486
5312,Water,126,35.1,27.8,13.5,7.6,1.9,117,207,298
5313,Beef Steak,173,31.4,64.1,40.9,4.6,21.9,566,62,726
5314,Chips,450,41.8,73.4,35.8,2.0,4.3,788,209,239
5315,Pork Chop,232,24.6,33.3,48.2,6.6,0.4,764,121,544
5316,Milkshake,314,13.1,87.7,3.5,0.7,4.3,424,63,926
5317,Orange Juice,375,2.4,96.5,24.3,2.2,40.7,275,112,234
5318,Beef Steak,246,22.2,92.9,32.3,4.4,4.7,706,289,134
5319,Rice,397,10.3,61.3,25.3,0.5,6.4,305,103,930
5320,Eggs,478,21.7,83.2,13.3,6.7,10.2,596,122,241
5321,Coffee,576,18.3,67.1,29.9,5.4,8.6,1000,89,844
5322,Chips,556,42.6,42.9,32.7,4.0,25.6,962,150,937
5323,Chicken Breast,538,13.5,78.0,7.3,0.5,3.1,177,49,522
5324,Banana,186,49.3,51.1,2.4,9.4,8.0,987,243,853
5325,Banana,172,10.5,39.4,26.4,2.8,48.1,624,96,213
5326,Quinoa,384,5.3,94.8,10.0,8.0,45.7,341,288,772
5327,Popcorn,527,45.5,28.7,16.0,1.4,8.6,682,218,627
5328,Salmon,451,15.0,55.0,24.6,4.9,31.3,534,227,931
5329,Oats,376,37.9,75.2,16.7,1.8,35.6,85,238,764
5330,Cookies,561,29.2,52.1,36.7,2.2,6.4,124,116,454
5331,Rice,327,39.2,57.3,22.1,8.1,38.6,144,163,147
5332,Water,244,29.0,12.7,36.6,6.0,7.6,62,91,639
5333,Banana,178,8.9,90.0,39.1,5.2,11.1,54,37,780
5334,Milkshake,77,19.3,43.7,20.8,2.5,46.8,162,230,513
5335,Rice,595,4.0,58.7,42.3,7.1,38.8,740,93,804
5336,Beef Steak,541,32.2,40.8,6.2,7.8,1.7,374,254,727
5337,Coffee,564,49.3,93.8,20.5,6.1,13.5,868,181,704
5338,Carrot,441,6.1,21.0,46.9,5.1,38.6,781,260,693
5339,Orange,311,30.2,31.7,17.2,9.3,43.6,668,140,742
5340,Beef Steak,348,30.7,52.3,10.7,4.8,40.3,368,226,493
5341,Nuts,572,28.1,67.1,36.7,3.5,5.6,657,292,241
5342,Beef Steak,226,45.3,44.2,19.0,7.8,12.3,270,62,831
5343,Chocolate,574,22.2,81.6,41.9,1.3,45.3,965,95,335
5344,Carrot,207,38.6,7.1,49.8,1.7,9.9,50,53,183
5345,Beef Steak,206,41.8,97.3,46.5,9.0,42.2,640,203,624
5346,Pork Chop,225,49.6,32.1,15.3,6.2,8.6,478,291,147
5347,Yogurt,137,20.6,10.3,38.5,10.0,33.2,640,216,411
5348,Salmon,420,36.1,89.2,18.8,1.7,31.3,340,24,769
5349,Milkshake,379,38.3,68.3,19.1,8.6,10.4,456,98,345
5350,Water,213,34.3,23.3,37.7,0.9,46.2,404,62,171
5351,Strawberry,514,26.5,19.3,44.3,3.8,10.4,182,83,363
5352,Nuts,325,3.7,58.0,21.1,8.6,28.4,994,79,919
5353,Oats,363,14.2,26.7,23.6,3.1,48.2,270,205,126
5354,Orange,473,12.5,69.5,6.5,4.4,23.3,955,96,903
5355,Pasta,430,49.9,71.4,5.2,7.2,19.5,221,210,784
5356,Coffee,98,35.3,45.7,36.8,3.3,15.8,225,59,435
5357,Cheese,200,2.9,55.8,12.3,3.0,45.2,231,59,116
5358,Popcorn,92,4.2,65.2,18.7,8.7,44.9,903,81,434
5359,Spinach,183,28.6,6.6,18.9,6.8,40.3,481,273,483
5360,Apple,573,45.9,77.0,8.9,3.5,12.6,429,159,266
5361,Tomato,366,29.1,30.3,3.8,0.4,43.5,777,84,506
5362,Bread,51,44.2,41.8,44.0,6.8,23.1,340,189,560
5363,Orange Juice,295,35.1,79.5,4.0,2.5,46.2,906,255,104
5364,Chips,272,17.5,88.2,26.5,4.3,12.2,851,148,981
5365,Water,347,31.9,40.4,24.8,1.5,34.4,149,47,929
5366,Tomato,241,41.6,19.0,26.6,2.6,3.4,169,104,707
5367,Milk,486,21.7,36.5,5.5,2.7,36.6,457,250,652
5368,Quinoa,466,26.9,44.7,30.2,8.6,10.6,992,13,780
5369,Orange,370,27.2,75.6,6.8,2.5,37.2,830,182,811
5370,Chocolate,311,48.3,22.2,5.1,4.2,26.3,510,82,588
5371,Beef Steak,415,25.9,28.9,40.5,5.7,1.3,674,204,896
5372,Tomato,283,11.0,88.8,16.3,9.1,12.5,771,285,527
5373,Popcorn,563,43.4,76.3,35.3,8.9,28.2,38,221,334
5374,Orange,503,4.6,66.6,43.9,1.9,39.7,836,203,388
5375,Chips,488,28.3,43.1,25.1,2.3,48.2,790,184,138
5376,Chocolate,477,35.9,70.4,27.9,6.5,23.5,456,58,472
5377,Strawberry,397,25.1,52.8,25.1,0.2,46.8,85,127,967
5378,Salmon,539,37.1,89.3,47.9,1.7,43.2,516,195,841
5379,Quinoa,119,3.6,99.2,37.4,2.1,19.5,231,191,831
5380,Milkshake,73,14.2,29.9,12.8,7.8,17.6,54,4,119
5381,Spinach,339,28.5,16.6,18.0,5.6,40.5,98,245,951
5382,Apple,296,21.8,79.7,45.4,4.3,3.4,679,129,164
5383,Strawberry,105,20.6,8.0,47.4,4.4,10.8,59,120,219
5384,Green Tea,468,29.4,68.3,46.0,5.4,45.5,918,11,208
5385,Chocolate,281,12.9,86.7,36.9,7.2,0.1,690,56,589
5386,Popcorn,144,24.5,71.7,3.8,1.3,37.4,43,153,588
5387,Tomato,113,23.8,61.0,44.3,9.0,45.0,495,25,689
5388,Oats,85,18.1,77.3,21.0,9.4,46.2,601,225,454
5389,Chocolate,186,33.9,50.5,26.0,4.9,15.1,485,177,534
5390,Quinoa,419,1.8,96.4,4.5,5.2,36.4,257,256,915
5391,Chicken Breast,186,25.4,57.3,14.9,0.9,14.3,809,183,830
5392,Orange Juice,193,33.8,41.3,14.8,5.9,29.7,965,104,968
5393,Rice,207,7.9,63.9,33.0,1.0,22.2,281,125,978
5394,Green Tea,255,18.9,79.7,11.6,8.3,18.2,901,64,297
5395,Pork Chop,183,4.3,47.9,40.8,1.6,40.4,9,20,817
5396,Banana,513,24.6,83.6,3.3,5.7,37.8,534,231,288
5397,Potato,527,49.8,70.3,32.9,5.6,6.1,474,185,709
5398,Popcorn,67,1.6,31.1,11.9,6.7,1.0,921,86,909
5399,Orange,189,20.6,16.7,21.9,4.3,47.2,464,110,486
5400,Rice,585,34.4,43.8,9.5,4.4,38.0,584,126,791
5401,Green Tea,285,38.3,79.8,46.0,6.2,22.7,335,21,192
5402,Paneer,461,36.3,38.7,12.6,3.1,9.0,286,156,289
5403,Orange,519,46.6,5.4,40.2,4.1,22.4,209,224,908
5404,Oats,593,13.1,24.8,40.1,2.3,17.6,460,179,717
5405,Milk,237,38.9,36.1,39.0,4.6,1.8,434,212,846
5406,Eggs,189,33.8,41.9,26.3,9.8,6.7,666,50,582
5407,Coffee,541,14.6,62.2,47.6,2.2,12.1,319,185,443
5408,Apple,301,36.9,18.2,18.0,2.5,31.3,807,48,847
5409,Rice,60,8.8,69.8,32.5,7.3,18.7,92,200,337
5410,Chicken Breast,518,18.6,18.4,6.6,9.7,33.2,492,234,447
5411,Eggs,426,39.6,23.3,13.5,0.5,26.8,494,159,183
5412,Spinach,323,36.7,58.4,37.6,4.9,36.0,236,292,969
5413,Milk,460,4.8,62.4,1.2,6.5,35.7,247,289,829
5414,Banana,558,6.0,8.4,32.9,0.7,39.0,108,37,888
5415,Milkshake,260,34.7,81.6,5.7,0.8,20.2,463,157,396
5416,Tomato,74,10.2,94.3,8.1,6.3,33.2,363,9,235
5417,Yogurt,545,32.8,97.5,49.1,7.5,28.1,206,91,896
5418,Cheese,103,1.4,43.5,3.7,9.3,40.5,443,28,384
5419,Paneer,256,35.8,59.9,23.8,2.2,36.8,284,80,461
5420,Grapes,183,33.2,25.7,34.9,9.9,25.4,639,251,364
5421,Butter,230,2.4,97.0,30.9,9.3,10.3,651,202,723
5422,Carrot,169,34.3,94.1,42.5,6.9,41.4,327,182,692
5423,Orange,73,42.8,94.2,10.9,5.9,33.3,71,27,893
5424,Carrot,336,11.6,26.4,48.0,0.2,16.1,761,233,779
5425,Paneer,221,41.5,67.8,13.5,9.1,24.9,199,218,478
5426,Paneer,347,21.1,14.2,40.7,8.8,3.5,858,124,979
5427,Milk,175,34.4,10.2,31.5,4.9,47.7,2,93,286
5428,Butter,386,25.2,10.0,25.1,6.7,43.9,598,68,847
5429,Orange,373,10.4,37.4,3.3,8.7,5.3,237,127,310
5430,Rice,160,49.2,56.9,31.8,1.0,10.6,509,39,964
5431,Water,333,35.5,59.3,5.8,4.5,32.0,521,74,582
5432,Nuts,337,21.5,86.4,35.6,0.3,47.8,743,160,128
5433,Carrot,392,30.2,66.4,32.0,8.8,35.4,589,138,278
5434,Carrot,330,6.7,26.9,31.5,9.1,13.4,115,167,533
5435,Cheese,469,45.0,91.5,6.0,4.7,38.0,810,215,960
5436,Yogurt,566,36.4,45.7,5.5,5.6,8.6,326,69,397
5437,Orange,139,19.6,40.1,5.5,9.0,32.1,372,68,494
5438,Pasta,151,11.6,35.6,17.9,4.1,20.8,10,69,481
5439,Milkshake,215,10.5,63.2,45.2,6.1,16.5,644,133,868
5440,Milk,299,47.2,27.3,41.2,9.9,21.8,0,107,622
5441,Chips,399,22.5,59.5,11.6,8.4,20.8,362,97,282
5442,Oats,368,23.4,40.8,2.1,3.5,30.1,605,300,413
5443,Cookies,334,17.0,78.2,25.2,0.2,23.8,494,128,817
5444,Coffee,87,24.8,83.7,48.8,5.1,2.9,697,270,198
5445,Tomato,415,42.1,38.6,25.2,8.5,18.7,834,124,786
5446,Apple,110,30.4,5.6,42.8,5.0,34.7,68,187,697
5447,Coffee,265,38.4,17.0,18.4,7.6,18.2,792,35,685
5448,Strawberry,94,30.3,81.7,28.2,8.7,17.7,242,173,191
5449,Bread,586,19.6,21.8,7.2,5.3,14.0,14,66,509
5450,Green Tea,178,19.1,71.4,29.2,2.9,48.5,573,173,931
5451,Oats,500,12.1,61.6,17.5,4.7,21.9,648,50,755
5452,Potato,485,26.4,53.9,48.7,0.7,42.3,946,37,748
5453,Potato,383,30.3,85.7,46.6,3.5,4.5,269,235,520
5454,Pasta,498,29.5,27.8,21.8,9.5,13.0,430,98,119
5455,Rice,218,7.4,79.2,6.3,6.4,45.4,754,223,553
5456,Popcorn,401,30.8,67.3,40.9,8.6,7.0,552,241,968
5457,Broccoli,501,36.5,6.2,24.3,5.8,14.0,383,37,812
5458,Cookies,514,46.6,93.5,38.1,1.1,35.9,508,39,380
5459,Popcorn,266,26.6,46.5,29.3,2.4,45.1,501,239,921
5460,Popcorn,520,12.8,54.4,30.5,8.5,28.6,308,98,752
5461,Eggs,395,42.7,27.5,46.9,4.1,32.3,633,156,188
5462,Green Tea,478,27.3,64.2,40.9,6.2,14.3,763,258,615
5463,Bread,382,8.9,75.0,32.5,5.6,33.4,432,228,996
5464,Milkshake,429,11.9,45.5,29.2,7.2,16.7,761,263,524
5465,Water,355,16.8,76.5,41.9,4.2,12.8,323,230,689
5466,Eggs,103,14.8,7.7,20.8,6.4,38.6,516,213,409
5467,Butter,364,19.7,78.4,31.5,5.3,45.0,101,65,337
5468,Cookies,326,13.8,84.7,47.4,9.7,27.7,896,58,531
5469,Yogurt,242,34.3,56.7,8.9,4.0,22.1,508,270,403
5470,Butter,497,25.2,27.7,27.4,0.1,25.3,21,274,401
5471,Eggs,358,39.8,97.1,3.9,2.2,39.2,392,259,493
5472,Butter,598,48.3,38.5,48.0,6.1,16.7,211,260,716
5473,Beef Steak,433,39.3,39.7,9.7,9.7,2.4,875,115,516
5474,Water,318,17.4,35.3,48.8,4.1,28.1,670,34,225
5475,Broccoli,169,15.0,32.3,27.3,9.5,6.6,512,224,801
5476,Coffee,200,35.3,50.5,48.9,1.6,15.1,537,232,365
5477,Grapes,144,20.4,63.3,6.1,8.1,43.3,101,46,197
5478,Milk,454,5.5,78.5,47.8,3.3,26.4,837,202,917
5479,Yogurt,378,9.2,89.1,34.1,3.4,35.1,124,165,534
5480,Chips,251,24.3,88.5,26.4,5.8,19.9,208,33,947
5481,Cheese,264,37.4,88.1,46.0,6.7,24.3,692,297,452
5482,Quinoa,276,40.7,90.9,46.3,1.9,49.1,984,50,451
5483,Salmon,469,38.3,96.4,10.7,3.6,30.2,39,6,744
5484,Grapes,168,1.3,89.4,27.3,8.7,25.2,212,262,785
5485,Salmon,429,34.7,38.5,30.0,8.6,0.6,690,239,849
5486,Potato,217,17.3,44.1,19.4,8.7,7.4,637,200,767
5487,Grapes,453,15.9,23.2,7.2,4.1,36.0,324,273,509
5488,Spinach,118,35.0,69.0,38.9,6.6,19.1,668,71,108
5489,Tomato,147,12.4,23.4,42.3,2.9,32.2,756,215,317
5490,Rice,529,29.7,41.2,34.3,8.3,22.9,674,174,115
5491,Cheese,249,17.2,65.0,14.5,3.5,24.3,157,246,791
5492,Eggs,125,35.9,22.0,47.9,2.7,21.1,212,189,884
5493,Tomato,483,40.4,62.4,47.1,0.1,10.9,346,271,550
5494,Salmon,64,13.6,76.2,18.0,3.2,40.4,351,219,790
5495,Bread,586,30.0,37.0,30.0,0.0,31.7,494,149,725
5496,Quinoa,331,9.1,75.7,16.1,1.9,21.7,190,0,243
5497,Strawberry,202,48.0,12.4,42.8,8.3,3.5,325,171,490
5498,Quinoa,156,43.7,40.7,42.7,9.6,34.9,108,143,143
5499,Orange Juice,441,23.6,70.2,10.0,5.5,32.6,767,158,575
5500,Apple,564,49.3,22.7,3.5,9.3,9.3,1000,164,593
5501,Salmon,309,3.3,37.3,3.0,5.3,43.7,988,180,611
5502,Oats,261,35.4,31.8,3.4,9.5,41.1,265,233,199
5503,Eggs,500,9.2,19.6,21.3,4.7,23.2,921,8,141
5504,Potato,282,37.0,55.1,5.7,9.0,18.9,455,241,400
5505,Potato,335,26.2,53.7,32.5,1.4,43.9,776,122,582
5506,Broccoli,177,14.2,83.1,13.4,2.7,7.5,791,29,526
5507,Chicken Breast,327,46.0,11.2,28.8,2.2,27.9,291,217,892
5508,Oats,372,28.4,79.1,35.9,9.1,48.3,359,107,840
5509,Cookies,76,9.6,85.0,16.3,0.2,31.3,235,55,642
5510,Tomato,85,47.2,52.5,31.3,5.8,27.0,3,130,292
5511,Orange Juice,398,1.1,52.3,32.5,5.5,20.2,923,259,978
5512,Paneer,279,4.4,82.2,5.7,2.1,40.5,599,16,729
5513,Cheese,509,23.2,94.1,38.4,3.5,44.3,804,7,900
5514,Chicken Breast,440,50.0,87.3,45.3,5.3,13.2,256,58,425
5515,Broccoli,150,42.0,18.1,39.5,6.2,11.9,424,93,399
5516,Paneer,450,35.8,93.1,29.7,5.2,22.8,869,274,202
5517,Broccoli,430,2.3,30.0,26.0,1.3,30.8,345,277,831
5518,Quinoa,438,17.5,65.3,15.3,0.6,21.3,118,188,404
5519,Coffee,314,10.9,90.8,11.4,6.5,4.7,445,179,576
5520,Apple,341,17.2,42.1,49.9,9.4,47.4,267,213,217
5521,Quinoa,523,14.0,30.4,42.0,5.7,26.5,433,142,606
5522,Eggs,217,31.2,35.8,49.1,4.7,40.0,976,108,792
5523,Pasta,97,7.2,34.1,6.9,7.0,24.5,992,129,150
5524,Nuts,417,18.2,82.8,39.0,10.0,21.6,66,230,708
5525,Milkshake,538,9.8,5.6,37.2,8.1,47.8,273,114,127
5526,Pork Chop,290,10.3,69.2,22.4,6.6,48.6,716,180,704
5527,Paneer,428,26.5,58.1,13.9,3.2,31.1,16,280,835
5528,Strawberry,521,37.5,17.8,2.4,5.0,48.5,441,132,479
5529,Banana,176,47.9,60.0,5.6,5.5,31.1,464,274,367
5530,Apple,547,44.3,97.1,23.2,6.6,31.8,212,32,166
5531,Eggs,455,23.0,14.0,16.3,4.1,34.9,936,235,219
5532,Butter,469,38.1,26.2,14.4,6.5,28.5,21,189,447
5533,Paneer,237,21.6,20.8,48.2,5.6,38.6,294,78,787
5534,Rice,493,26.7,5.3,33.5,6.5,5.2,400,122,810
5535,Apple,279,9.9,78.4,28.7,0.5,40.7,507,96,375
5536,Chocolate,217,37.3,86.6,23.3,2.7,23.1,707,280,776
5537,Nuts,53,14.7,95.7,18.3,7.8,25.0,748,246,319
5538,Cookies,535,44.6,58.9,30.2,7.1,42.3,721,295,686
5539,Paneer,144,45.7,19.0,48.5,6.9,18.2,460,32,201
5540,Cheese,450,8.5,45.2,49.3,1.2,44.0,182,61,717
5541,Chocolate,381,23.6,94.1,35.1,3.1,32.3,162,185,603
5542,Milkshake,283,15.8,85.0,19.4,5.7,39.5,690,147,310
5543,Quinoa,75,12.6,28.4,8.9,5.3,30.4,952,136,442
5544,Cheese,395,24.1,7.6,13.1,5.1,30.7,336,51,657
5545,Pasta,148,31.9,32.8,9.6,5.6,19.3,978,32,324
5546,Yogurt,396,19.6,88.7,27.2,3.7,9.3,209,153,205
5547,Nuts,154,31.1,47.6,38.5,1.2,16.5,356,152,890
5548,Butter,267,30.4,44.9,18.0,5.5,26.2,241,9,274
5549,Yogurt,547,11.4,54.0,24.4,8.6,25.1,676,259,217
5550,Eggs,375,3.8,70.1,32.8,0.6,30.8,192,184,911
5551,Yogurt,64,22.5,55.1,22.7,6.9,1.1,443,100,338
5552,Butter,430,17.6,5.8,42.8,7.6,18.6,983,15,373
5553,Popcorn,352,11.8,95.0,3.8,4.4,45.8,284,287,843
5554,Eggs,381,18.9,10.4,5.0,1.1,17.5,509,248,236
5555,Eggs,240,5.0,18.8,5.3,4.0,43.9,610,48,207
5556,Chicken Breast,582,15.3,20.9,4.9,0.7,32.6,219,114,729
5557,Yogurt,579,34.6,32.4,46.9,7.1,0.8,381,15,855
5558,Coffee,351,1.7,73.5,42.6,3.1,25.6,842,38,369
5559,Bread,480,11.4,69.7,28.2,6.6,14.4,801,155,657
5560,Potato,147,28.0,89.4,1.3,1.0,45.1,146,126,466
5561,Potato,562,18.8,28.4,37.4,8.7,13.5,732,234,294
5562,Milkshake,278,40.4,50.1,45.9,5.7,13.5,765,149,177
5563,Spinach,460,41.0,70.2,13.4,8.2,10.8,610,63,258
5564,Chips,355,27.6,61.1,12.3,2.2,31.8,568,288,363
5565,Nuts,197,41.0,54.3,17.8,8.8,34.5,518,287,505
5566,Quinoa,100,45.8,29.1,34.2,5.7,4.6,148,275,780
5567,Coffee,166,46.2,85.2,20.8,0.0,34.5,497,147,479
5568,Broccoli,447,34.0,89.5,29.1,5.4,47.0,828,127,485
5569,Chocolate,489,15.1,85.1,36.6,4.0,7.9,33,282,187
5570,Potato,162,49.2,25.1,19.7,0.6,15.5,893,241,211
5571,Chocolate,89,28.4,49.2,12.8,3.3,0.5,413,136,411
5572,Grapes,556,38.0,43.9,39.0,4.5,12.9,163,13,204
5573,Bread,227,24.3,97.9,46.9,1.0,5.4,482,195,963
5574,Quinoa,80,39.2,82.4,24.6,3.8,12.4,343,207,382
5575,Banana,284,25.4,6.8,35.6,1.4,42.9,557,293,908
5576,Quinoa,147,38.6,43.9,20.0,6.6,29.5,46,265,379
5577,Strawberry,153,24.1,98.2,4.0,0.3,36.9,454,13,528
5578,Spinach,136,36.6,52.3,22.4,3.1,7.2,871,71,410
5579,Pasta,518,10.4,63.3,13.7,4.0,42.5,533,240,478
5580,Salmon,565,1.2,27.7,17.9,8.2,42.7,310,108,873
5581,Pasta,376,8.5,15.1,11.5,1.0,6.2,887,101,889
5582,Apple,401,12.6,57.7,36.7,4.5,41.5,842,78,833
5583,Popcorn,137,2.2,56.4,22.6,0.7,49.7,938,155,338
5584,Banana,281,6.8,10.2,41.2,3.1,15.6,142,124,489
5585,Popcorn,261,3.1,63.0,41.5,6.0,37.2,534,99,733
5586,Pasta,476,22.1,5.6,19.4,3.6,26.8,977,167,898
5587,Orange Juice,535,33.4,81.4,9.8,4.1,13.6,166,273,559
5588,Carrot,391,46.4,82.2,25.3,3.8,49.5,359,285,367
5589,Milk,207,9.1,84.6,14.0,2.9,9.6,74,76,438
5590,Pasta,320,29.2,50.0,36.3,0.8,34.9,732,61,890
5591,Orange,383,42.9,72.7,43.0,8.1,4.2,266,252,515
5592,Paneer,257,3.9,36.1,39.2,0.6,44.2,134,228,605
5593,Pork Chop,69,29.4,58.3,7.6,6.0,30.3,899,108,563
5594,Salmon,130,16.1,21.9,47.5,3.3,22.7,628,194,934
5595,Milkshake,210,25.9,82.0,16.3,5.6,30.4,177,16,495
5596,Butter,353,17.0,48.4,34.1,6.6,9.4,770,165,265
5597,Grapes,179,8.7,78.8,32.4,3.8,44.9,380,248,724
5598,Pasta,529,16.5,69.0,20.7,2.3,2.9,883,174,462
5599,Tomato,222,24.3,35.2,29.2,6.8,45.0,515,135,237
5600,Salmon,537,43.4,8.4,1.3,2.5,46.5,230,6,829
5601,Water,481,9.7,45.0,6.0,6.4,41.2,593,18,117
5602,Bread,340,37.2,32.1,6.2,0.7,10.6,878,156,704
5603,Paneer,289,21.3,83.4,29.2,5.3,16.8,878,39,441
5604,Nuts,466,8.7,25.6,32.8,9.9,0.5,114,19,316
5605,Rice,524,14.1,10.3,43.7,9.5,10.6,770,81,183
5606,Green Tea,276,16.3,29.6,24.8,7.0,38.0,479,106,264
5607,Beef Steak,190,38.1,24.6,31.1,6.4,5.0,147,17,960
5608,Orange,61,43.9,44.4,1.1,4.6,7.6,689,44,362
5609,Green Tea,276,45.9,80.4,21.7,1.5,16.1,995,149,175
5610,Orange Juice,61,17.9,39.3,18.3,4.5,26.7,163,241,936
5611,Coffee,208,13.6,14.8,48.7,4.8,48.8,411,275,180
5612,Bread,515,21.8,65.4,14.5,7.9,11.1,944,296,481
5613,Quinoa,490,16.1,81.6,20.7,0.2,19.3,22,276,698
5614,Spinach,236,44.1,89.3,11.3,0.9,26.2,425,53,780
5615,Yogurt,455,11.3,6.8,16.3,9.3,8.7,927,38,222
5616,Rice,120,30.8,11.4,26.0,6.9,45.8,897,151,485
5617,Beef Steak,391,16.3,23.6,1.5,0.5,3.4,221,25,959
5618,Pork Chop,165,8.0,59.2,36.8,2.1,30.9,951,182,754
5619,Eggs,405,5.0,80.2,40.1,1.7,1.1,537,33,771
5620,Paneer,459,40.0,90.4,18.0,0.0,26.1,26,260,732
5621,Quinoa,576,16.6,89.0,24.2,5.3,40.5,146,275,858
